,CustomerID,SalesOrderID,Name,LineTotal,OrderQty
7308,15059,73511,AWC Logo Cap,8.99,1
38026,15059,73511,"Mountain-200 Silver, 42",2319.99,1
100905,15059,63600,Road Bottle Cage,8.99,1
120623,15060,74174,LL Mountain Tire,24.99,1
9336,15061,63299,"Sport-100 Helmet, Blue",34.99,1
73549,15058,72282,Water Bottle - 30 oz.,4.99,1
15720,15057,55846,"Sport-100 Helmet, Black",34.99,1
73510,15056,72072,Water Bottle - 30 oz.,4.99,1
103486,15056,72072,Mountain Bottle Cage,9.99,1
113694,15057,68314,Touring Tire Tube,4.99,1
9839,15057,68314,"Sport-100 Helmet, Blue",34.99,1
58957,15061,48642,"Road-250 Red, 58",2181.5625,1
61232,15061,63299,"Mountain-500 Silver, 44",564.99,1
36990,15062,73509,"Mountain-200 Silver, 38",2319.99,1
9551,15067,65512,"Sport-100 Helmet, Blue",34.99,1
77757,15067,65512,"Mountain-500 Silver, 48",564.99,1
15910,15068,57505,"Sport-100 Helmet, Black",34.99,1
5588,15068,57505,AWC Logo Cap,8.99,1
116682,15068,57505,Fender Set - Mountain,21.98,1
101945,15069,53808,Mountain Bottle Cage,9.99,1
116356,15069,53808,Fender Set - Mountain,21.98,1
46914,15067,48657,"Road-250 Black, 44",2181.5625,1
120305,15066,64639,LL Mountain Tire,24.99,1
71920,15063,63955,Water Bottle - 30 oz.,4.99,1
97837,15062,65004,"Touring-3000 Yellow, 54",742.35,1
17480,15062,73509,"Sport-100 Helmet, Black",34.99,1
102804,15063,63955,Mountain Bottle Cage,9.99,1
68599,15063,63955,"Mountain-500 Black, 52",539.99,1
60403,15064,65031,"Mountain-500 Black, 40",539.99,1
6392,15064,65031,AWC Logo Cap,8.99,1
51281,15064,48522,"Road-250 Red, 52",2443.35,1
90558,15065,53745,Patch Kit/8 Patches,2.29,1
116349,15065,53745,Fender Set - Mountain,21.98,1
10259,15056,72072,"Sport-100 Helmet, Blue",34.99,1
16326,15048,61582,"Sport-100 Helmet, Black",34.99,1
31154,15048,45345,"Road-150 Red, 52",3578.27,1
39062,15048,72071,"Mountain-200 Silver, 46",2319.99,1
117927,15049,71586,Fender Set - Mountain,21.98,1
2723,15049,71586,"Long-Sleeve Logo Jersey, M",49.99,1
21211,15050,46585,"Road-150 Red, 56",3578.27,1
74493,15050,61277,"Short-Sleeve Classic Jersey, L",53.99,1
5997,15050,61277,AWC Logo Cap,8.99,1
35858,15051,72009,"Mountain-200 Black, 42",2294.99,1
98647,15051,64159,"Touring-3000 Yellow, 50",742.35,1
108525,15046,73271,HL Mountain Tire,35.0,1
120241,15045,62788,LL Mountain Tire,24.99,1
34723,15046,73271,"Mountain-200 Black, 38",2294.99,1
10379,15046,73271,"Sport-100 Helmet, Blue",34.99,1
23180,15047,45187,"Road-150 Red, 62",3578.27,1
81823,15047,62515,"Touring-3000 Blue, 54",742.35,1
36986,15047,73423,"Mountain-200 Silver, 38",2319.99,1
27562,15051,64159,"Sport-100 Helmet, Red",34.99,1
117068,15054,61735,Fender Set - Mountain,21.98,1
60387,15054,61735,"Mountain-500 Black, 40",539.99,1
102601,15054,61735,Mountain Bottle Cage,9.99,1
9251,15055,62406,"Sport-100 Helmet, Blue",34.99,1
21186,15055,46394,"Road-150 Red, 56",3578.27,1
77271,15055,62406,"Mountain-500 Silver, 42",564.99,1
108432,15052,71587,HL Mountain Tire,35.0,1
90404,15052,52707,Patch Kit/8 Patches,2.29,1
93039,15052,71587,Patch Kit/8 Patches,2.29,1
120377,15053,66532,LL Mountain Tire,24.99,1
110620,15053,66532,Mountain Tire Tube,4.99,1
120806,15053,66532,"Classic Vest, L",63.5,1
69960,15069,53808,Water Bottle - 30 oz.,4.99,1
117488,15070,66653,Fender Set - Mountain,21.98,1
35855,15083,71960,"Mountain-200 Black, 42",2294.99,1
117101,15085,62034,Fender Set - Mountain,21.98,1
47536,29852,48330,HL Road Handlebars,65.6018,1
57528,15085,62034,"Mountain-200 Black, 46",2294.99,1
79123,15085,59403,"Touring-1000 Blue, 60",2384.07,1
34342,15086,61491,"Mountain-200 Black, 38",2294.99,1
107845,15086,61491,HL Mountain Tire,35.0,1
9177,15086,61491,"Sport-100 Helmet, Blue",34.99,1
102712,15084,62887,Mountain Bottle Cage,9.99,1
103475,15083,71960,Mountain Bottle Cage,9.99,1
73489,15083,71960,Water Bottle - 30 oz.,4.99,1
78068,15084,54147,"Touring-1000 Yellow, 60",2384.07,1
26532,15084,54147,"Sport-100 Helmet, Red",34.99,1
99043,29850,51142,"LL Touring Frame - Yellow, 50",200.052,1
32268,29847,47405,"HL Road Frame - Red, 62",780.8182,1
31211,15087,45729,"Road-150 Red, 52",3578.27,1
35910,15087,74038,"Mountain-200 Black, 42",2294.99,1
7367,15087,74038,AWC Logo Cap,8.99,1
34734,15088,74039,"Mountain-200 Black, 38",2294.99,1
31015,29849,44302,"Road-150 Red, 52",2146.962,1
45898,29849,46674,"ML Road Frame-W - Yellow, 44",324.4527,1
79944,15082,59482,"Touring-1000 Yellow, 46",2384.07,1
69372,15074,74829,"Classic Vest, M",63.5,1
113883,15075,70977,Touring Tire Tube,4.99,1
107366,15075,53217,HL Mountain Tire,35.0,1
8320,15075,53217,"Sport-100 Helmet, Blue",34.99,1
54658,15076,73364,"Half-Finger Gloves, L",24.49,1
118094,15076,73364,Fender Set - Mountain,21.98,1
2788,15076,73364,"Long-Sleeve Logo Jersey, M",49.99,1
35895,15077,73419,"Mountain-200 Black, 42",2294.99,1
67405,15077,73419,Bike Wash - Dissolver,7.95,1
73767,15077,73419,Water Bottle - 30 oz.,4.99,1
118218,15074,74829,Fender Set - Mountain,21.98,1
31302,15073,46409,"Road-150 Red, 52",3578.27,1
92349,15070,66653,Patch Kit/8 Patches,2.29,1
49933,15070,48424,"Road-250 Black, 52",2181.5625,1
89965,15071,66654,"Mountain-500 Silver, 52",564.99,1
77287,15073,64687,"Mountain-500 Silver, 42",564.99,1
58953,15071,48505,"Road-250 Red, 58",2181.5625,1
6592,15072,66894,AWC Logo Cap,8.99,1
77301,15072,66894,"Mountain-500 Silver, 42",564.99,1
59449,15072,48506,"Road-250 Black, 58",2181.5625,1
98930,15078,66410,"Touring-3000 Blue, 62",742.35,1
65547,15082,59482,Hydration Pack - 70 oz.,54.99,1
36989,15081,73508,"Mountain-200 Silver, 38",2319.99,1
69089,15082,59219,"Classic Vest, M",63.5,1
93253,15081,73508,Patch Kit/8 Patches,2.29,1
31156,15081,45352,"Road-150 Red, 52",3578.27,1
31161,15078,45365,"Road-150 Red, 52",3578.27,1
59456,15079,48675,"Road-250 Black, 58",2181.5625,1
17508,15078,73874,"Sport-100 Helmet, Black",34.99,1
103028,15079,66445,Mountain Bottle Cage,9.99,1
68616,15079,66445,"Mountain-500 Black, 52",539.99,1
70173,15080,54880,Water Bottle - 30 oz.,4.99,1
30544,15080,46598,"Road-150 Red, 44",3578.27,1
100296,15080,54880,Road Bottle Cage,8.99,1
43753,15045,62788,"Half-Finger Gloves, M",24.49,1
111675,14986,74742,Mountain Tire Tube,4.99,1
106399,15008,69184,Road Tire Tube,3.99,1
68447,15005,68245,"Mountain-400-W Silver, 46",769.49,1
18360,15005,46504,"Road-650 Black, 52",699.0982,1
16940,15005,68245,"Sport-100 Helmet, Black",34.99,1
34346,15006,61712,"Mountain-200 Black, 38",2294.99,1
20475,15006,46414,"Road-650 Black, 44",699.0982,1
69837,15007,53257,Water Bottle - 30 oz.,4.99,1
92529,15007,67914,Patch Kit/8 Patches,2.29,1
108382,15007,70709,HL Mountain Tire,35.0,1
102928,15008,65348,Mountain Bottle Cage,9.99,1
110260,15004,63558,Mountain Tire Tube,4.99,1
120266,15004,63558,LL Mountain Tire,24.99,1
46568,15004,48703,"Road-250 Red, 48",2443.35,1
77285,15002,64065,"Mountain-500 Silver, 42",564.99,1
43418,15000,53265,"Half-Finger Gloves, M",24.49,1
117134,15001,62428,Fender Set - Mountain,21.98,1
85191,15001,62428,"Racing Socks, M",8.99,1
27552,15002,64065,"Sport-100 Helmet, Red",34.99,1
49951,15002,48599,"Road-250 Black, 52",2181.5625,1
61234,15003,64538,"Mountain-500 Silver, 44",564.99,1
51280,15003,48503,"Road-250 Red, 52",2443.35,1
120300,15003,64538,LL Mountain Tire,24.99,1
104439,15008,69184,HL Road Tire,32.6,1
115546,15014,60024,ML Road Tire,24.99,1
95171,15014,60024,"Road-350-W Yellow, 42",1700.99,1
56135,15014,60024,"Half-Finger Gloves, S",24.49,1
57101,15015,49948,"Mountain-200 Black, 46",2049.0982,1
119559,15015,59458,"Short-Sleeve Classic Jersey, M",53.99,1
95569,15015,59458,"Road-350-W Yellow, 44",1700.99,1
61532,15016,68062,"Mountain-400-W Silver, 40",769.49,1
119091,15016,68062,ML Mountain Tire,29.99,1
18358,15016,46432,"Road-650 Black, 52",699.0982,1
94478,15017,51569,"Road-750 Black, 58",539.99,1
21632,15017,46552,"Road-650 Red, 48",699.0982,1
116670,15013,57399,Fender Set - Mountain,21.98,1
109460,15013,57399,Mountain Tire Tube,4.99,1
111484,15012,73536,Mountain Tire Tube,4.99,1
116728,15009,57935,Fender Set - Mountain,21.98,1
102278,15009,57935,Mountain Bottle Cage,9.99,1
70751,15009,57935,Water Bottle - 30 oz.,4.99,1
17482,15012,73536,"Sport-100 Helmet, Black",34.99,1
118115,15010,73746,Fender Set - Mountain,21.98,1
2796,15010,73746,"Long-Sleeve Logo Jersey, M",49.99,1
88259,15010,73746,"Racing Socks, L",8.99,1
27331,15011,61814,"Sport-100 Helmet, Red",34.99,1
3616,15011,61814,"Long-Sleeve Logo Jersey, XL",49.99,1
110042,15011,61814,Mountain Tire Tube,4.99,1
116318,15000,53265,Fender Set - Mountain,21.98,1
111587,14999,74299,Mountain Tire Tube,4.99,1
67443,14999,74437,Bike Wash - Dissolver,7.95,1
118015,14991,72655,Fender Set - Mountain,21.98,1
39077,14991,72655,"Mountain-200 Silver, 46",2319.99,1
7223,14991,72655,AWC Logo Cap,8.99,1
108088,14992,65708,HL Mountain Tire,35.0,1
93388,14992,74408,Patch Kit/8 Patches,2.29,1
9569,14992,65708,"Sport-100 Helmet, Blue",34.99,1
112140,14993,62324,Touring Tire,28.99,1
107385,14993,53690,HL Mountain Tire,35.0,1
21189,14990,46403,"Road-150 Red, 56",3578.27,1
113250,14988,60870,Touring Tire Tube,4.99,1
112335,14986,67121,Touring Tire,28.99,1
120126,14987,59675,LL Mountain Tire,24.99,1
112084,14988,60870,Touring Tire,28.99,1
108589,14988,74238,HL Mountain Tire,35.0,1
89910,14990,60530,"Mountain-500 Silver, 52",564.99,1
109884,14989,60663,Mountain Tire Tube,4.99,1
91556,14989,60663,Patch Kit/8 Patches,2.29,1
120165,14989,60663,LL Mountain Tire,24.99,1
116960,14990,60530,Fender Set - Mountain,21.98,1
16380,14993,62324,"Sport-100 Helmet, Black",34.99,1
49556,14998,48452,"Road-250 Red, 44",2443.35,1
71876,14998,63763,Water Bottle - 30 oz.,4.99,1
9387,14998,63763,"Sport-100 Helmet, Blue",34.99,1
32134,29862,47722,"LL Road Frame - Black, 44",183.9382,1
114101,14999,74437,Touring Tire Tube,4.99,1
120251,14997,63070,LL Mountain Tire,24.99,1
77732,14995,62537,"Mountain-500 Silver, 48",564.99,1
120097,14994,59102,LL Mountain Tire,24.99,1
109685,14994,59102,Mountain Tire Tube,4.99,1
46916,14995,48705,"Road-250 Black, 44",2181.5625,1
117145,14995,62537,Fender Set - Mountain,21.98,1
21193,14997,46442,"Road-150 Red, 56",3578.27,1
117019,14996,61296,Fender Set - Mountain,21.98,1
60782,14997,63070,"Mountain-500 Black, 48",539.99,1
63529,15017,51569,"Short-Sleeve Classic Jersey, XL",53.99,1
121069,15032,62989,"Long-Sleeve Logo Jersey, S",49.99,1
105976,15037,64658,Road Tire Tube,3.99,1
37360,15037,50135,"Mountain-200 Silver, 42",2071.4196,1
65730,15037,64658,Hydration Pack - 70 oz.,54.99,1
33879,15038,50156,"Mountain-200 Black, 38",2049.0982,1
95257,15038,65005,"Road-350-W Yellow, 42",1700.99,1
5943,15039,60845,AWC Logo Cap,8.99,1
119022,15039,66770,ML Mountain Tire,29.99,1
9671,15039,66770,"Sport-100 Helmet, Blue",34.99,1
36162,29855,49098,"Mountain-200 Silver, 38",1242.8518,1
40914,29855,46946,HL Mountain Rear Wheel,196.329,1
13,29855,43852,"Mountain-100 Black, 42",2024.994,1
95255,15040,64935,"Road-350-W Yellow, 42",1700.99,1
95630,15036,64220,"Road-350-W Yellow, 44",1700.99,1
17262,15034,71429,"Sport-100 Helmet, Black",34.99,1
38408,15033,50168,"Mountain-200 Silver, 46",2071.4196,1
115670,15033,63346,ML Road Tire,24.99,1
95233,15033,63346,"Road-350-W Yellow, 42",1700.99,1
111228,15034,71429,Mountain Tire Tube,4.99,1
119231,15034,71429,ML Mountain Tire,29.99,1
57112,15036,50072,"Mountain-200 Black, 46",2049.0982,1
95637,15035,64936,"Road-350-W Yellow, 44",1700.99,1
38400,15035,50050,"Mountain-200 Silver, 46",2071.4196,1
16554,15036,64220,"Sport-100 Helmet, Black",34.99,1
16616,15040,64935,"Sport-100 Helmet, Black",34.99,1
106037,15044,65375,Road Tire Tube,3.99,1
37354,15043,50040,"Mountain-200 Silver, 42",2071.4196,1
3706,15043,65667,"Long-Sleeve Logo Jersey, XL",49.99,1
33874,15044,50065,"Mountain-200 Black, 38",2049.0982,1
54458,15044,65375,"Half-Finger Gloves, L",24.49,1
56292,15043,65667,"Half-Finger Gloves, S",24.49,1
38409,15041,50169,"Mountain-200 Silver, 46",2071.4196,1
36265,15040,50120,"Mountain-200 Silver, 38",2071.4196,1
94212,15041,63732,"Road-350-W Yellow, 48",1700.99,1
64017,15041,63732,"Short-Sleeve Classic Jersey, XL",53.99,1
16726,15042,66059,"Sport-100 Helmet, Black",34.99,1
86796,15042,66059,"Road-350-W Yellow, 40",1700.99,1
37358,15042,50121,"Mountain-200 Silver, 42",2071.4196,1
95209,15032,62989,"Road-350-W Yellow, 42",1700.99,1
57102,15032,49981,"Mountain-200 Black, 46",2049.0982,1
5033,15018,52585,AWC Logo Cap,8.99,1
118304,15031,52619,ML Mountain Tire,29.99,1
6130,15020,62637,AWC Logo Cap,8.99,1
92982,15020,71097,Patch Kit/8 Patches,2.29,1
106557,15020,71097,Road Tire Tube,3.99,1
118417,15021,54718,ML Mountain Tire,29.99,1
7046,15021,71226,AWC Logo Cap,8.99,1
89321,15022,65802,"Mountain-400-W Silver, 42",769.49,1
107156,15022,65802,All-Purpose Bike Stand,159.0,1
38389,15022,49941,"Mountain-200 Silver, 46",2071.4196,1
117184,15023,62854,Fender Set - Mountain,21.98,1
21629,15023,46493,"Road-650 Red, 48",699.0982,1
69143,15023,62854,"Classic Vest, M",63.5,1
16611,15019,64899,"Sport-100 Helmet, Black",34.99,1
18268,29859,45533,"Road-650 Black, 52",419.4589,1
74189,15018,53292,"Short-Sleeve Classic Jersey, L",53.99,1
115282,15018,53292,ML Road Tire,24.99,1
100013,29860,51738,"LL Touring Frame - Blue, 44",200.052,1
105998,15019,64899,Road Tire Tube,3.99,1
3025,29858,46609,"Long-Sleeve Logo Jersey, XL",28.8404,1
5234,15019,54263,AWC Logo Cap,8.99,1
118484,15024,55931,ML Mountain Tire,29.99,1
109274,15024,55931,Mountain Tire Tube,4.99,1
63119,15029,59883,"Short-Sleeve Classic Jersey, S",53.99,1
37359,15028,50134,"Mountain-200 Silver, 42",2071.4196,1
95182,15028,60934,"Road-350-W Yellow, 42",1700.99,1
119591,15028,60934,"Short-Sleeve Classic Jersey, M",53.99,1
37350,15029,49968,"Mountain-200 Silver, 42",2071.4196,1
94116,15029,59883,"Road-350-W Yellow, 48",1700.99,1
86692,15030,62272,"Road-350-W Yellow, 40",1700.99,1
110599,15027,66318,Mountain Tire Tube,4.99,1
100809,15030,62272,Road Bottle Cage,8.99,1
38406,15030,50155,"Mountain-200 Silver, 46",2071.4196,1
6374,15031,64859,AWC Logo Cap,8.99,1
90384,15031,52619,Patch Kit/8 Patches,2.29,1
119000,15027,66318,ML Mountain Tire,29.99,1
6914,15024,69729,AWC Logo Cap,8.99,1
113506,15025,65402,Touring Tire Tube,4.99,1
72198,15025,65402,Water Bottle - 30 oz.,4.99,1
27690,15025,65402,"Sport-100 Helmet, Red",34.99,1
115408,15026,56433,ML Road Tire,24.99,1
113429,15026,64003,Touring Tire Tube,4.99,1
33868,15027,49980,"Mountain-200 Black, 38",2049.0982,1
66607,14876,57872,Bike Wash - Dissolver,7.95,1
109536,14876,57872,Mountain Tire Tube,4.99,1
76169,14875,66542,"Women's Mountain Shorts, L",69.99,1
110076,14729,62050,Mountain Tire Tube,4.99,1
23554,14726,45227,"Road-650 Red, 60",699.0982,1
72077,14726,64711,Water Bottle - 30 oz.,4.99,1
18228,14727,45117,"Road-650 Black, 52",699.0982,1
76096,14727,64154,"Women's Mountain Shorts, L",69.99,1
54429,14727,64154,"Half-Finger Gloves, L",24.49,1
43814,14728,64834,"Half-Finger Gloves, M",24.49,1
17715,14728,45222,"Road-650 Red, 52",699.0982,1
75429,14728,64834,"Women's Mountain Shorts, S",69.99,1
102891,14726,64711,Mountain Bottle Cage,9.99,1
104180,14725,61612,HL Road Tire,32.6,1
65312,14725,54618,Hydration Pack - 70 oz.,54.99,1
91690,14725,61612,Patch Kit/8 Patches,2.29,1
31672,14730,45504,"Road-650 Black, 48",699.0982,1
86376,14716,72721,"Road-750 Black, 52",539.99,1
60040,14734,53659,"Road-550-W Yellow, 44",1120.49,1
19818,14734,45383,"Road-650 Black, 58",699.0982,1
51774,14735,54654,"Road-550-W Yellow, 48",1120.49,1
25133,14735,45385,"Road-650 Black, 60",699.0982,1
15579,14735,54654,"Sport-100 Helmet, Black",34.99,1
64545,14736,53702,"Classic Vest, S",63.5,1
116344,14736,53702,Fender Set - Mountain,21.98,1
74382,14737,58015,"Short-Sleeve Classic Jersey, L",53.99,1
15487,14734,53659,"Sport-100 Helmet, Black",34.99,1
18258,14733,45347,"Road-650 Black, 52",699.0982,1
107237,14730,74086,All-Purpose Bike Stand,159.0,1
106836,14730,74086,Road Tire Tube,3.99,1
31384,14731,45493,"Road-650 Red, 58",699.0982,1
95766,14731,72636,"Road-350-W Yellow, 44",1700.99,1
26430,14733,53343,"Sport-100 Helmet, Red",34.99,1
28489,14731,72636,"Sport-100 Helmet, Red",34.99,1
21546,14732,45368,"Road-650 Red, 48",699.0982,1
95760,14732,72348,"Road-350-W Yellow, 44",1700.99,1
3856,14732,72348,"Long-Sleeve Logo Jersey, XL",49.99,1
53577,14733,53343,"Road-550-W Yellow, 42",1120.49,1
102527,14724,60659,Mountain Bottle Cage,9.99,1
51217,14719,47786,"Road-250 Red, 52",2443.35,1
37635,14719,57595,"Mountain-200 Silver, 42",2319.99,1
96591,14719,73780,"Road-750 Black, 44",539.99,1
92703,14720,69097,Patch Kit/8 Patches,2.29,1
104885,14718,53949,Road Tire Tube,3.99,1
115305,14718,53949,ML Road Tire,24.99,1
5604,14717,57722,AWC Logo Cap,8.99,1
34240,14716,58250,"Mountain-200 Black, 38",2294.99,1
49499,14716,47793,"Road-250 Red, 44",2443.35,1
118576,14717,57722,ML Mountain Tire,29.99,1
26885,14717,57722,"Sport-100 Helmet, Red",34.99,1
15517,14718,53949,"Sport-100 Helmet, Black",34.99,1
104598,14724,74565,HL Road Tire,32.6,1
91555,14724,60659,Patch Kit/8 Patches,2.29,1
70141,14723,54735,Water Bottle - 30 oz.,4.99,1
31657,14722,45263,"Road-650 Black, 48",699.0982,1
37900,14720,69097,"Mountain-200 Silver, 42",2319.99,1
31061,14720,44651,"Road-150 Red, 52",3578.27,1
111398,14721,72884,Mountain Tire Tube,4.99,1
76717,14722,63596,"Mountain-400-W Silver, 38",769.49,1
103978,14723,56199,HL Road Tire,32.6,1
109873,14723,60545,Mountain Tire Tube,4.99,1
51842,14737,58015,"Road-550-W Yellow, 48",1120.49,1
28919,14737,45486,"Road-650 Red, 62",699.0982,1
27703,14738,65489,"Sport-100 Helmet, Red",34.99,1
92398,14754,66993,Patch Kit/8 Patches,2.29,1
68434,14755,67238,"Mountain-400-W Silver, 46",769.49,1
119688,14755,67238,"Short-Sleeve Classic Jersey, M",53.99,1
75491,14755,67238,"Women's Mountain Shorts, S",69.99,1
28956,14756,45997,"Road-650 Red, 62",699.0982,1
75469,14756,65666,"Women's Mountain Shorts, S",69.99,1
2555,14756,65666,"Long-Sleeve Logo Jersey, M",49.99,1
75474,14757,65998,"Women's Mountain Shorts, S",69.99,1
68427,14757,65998,"Mountain-400-W Silver, 46",769.49,1
20441,14754,45855,"Road-650 Black, 44",699.0982,1
76754,14754,66993,"Mountain-400-W Silver, 38",769.49,1
31691,14752,46019,"Road-650 Black, 48",699.0982,1
109963,14751,61295,Mountain Tire Tube,4.99,1
91637,14751,61295,Patch Kit/8 Patches,2.29,1
27828,14752,66738,"Sport-100 Helmet, Red",34.99,1
43872,14752,66738,"Half-Finger Gloves, M",24.49,1
68432,14753,66920,"Mountain-400-W Silver, 46",769.49,1
17762,14753,45828,"Road-650 Red, 52",699.0982,1
25160,14757,45939,"Road-650 Black, 60",699.0982,1
111356,14764,72534,Mountain Tire Tube,4.99,1
110390,14763,64557,Mountain Tire Tube,4.99,1
93138,14764,72534,Patch Kit/8 Patches,2.29,1
110457,14765,64996,Mountain Tire Tube,4.99,1
108722,14761,52190,Mountain Tire Tube,4.99,1
102983,14765,65901,Mountain Bottle Cage,9.99,1
16623,14765,64996,"Sport-100 Helmet, Black",34.99,1
109928,14762,60988,Mountain Tire Tube,4.99,1
15311,14761,52190,"Sport-100 Helmet, Black",34.99,1
107842,14760,61462,HL Mountain Tire,35.0,1
109470,14758,57450,Mountain Tire Tube,4.99,1
15897,14758,57450,"Sport-100 Helmet, Black",34.99,1
93419,14759,74573,Patch Kit/8 Patches,2.29,1
111643,14759,74573,Mountain Tire Tube,4.99,1
102415,14760,59520,Mountain Bottle Cage,9.99,1
2777,14760,72880,"Long-Sleeve Logo Jersey, M",49.99,1
56305,14750,66864,"Half-Finger Gloves, S",24.49,1
29967,14750,45699,"Road-650 Black, 62",699.0982,1
10772,14738,45666,"Road-650 Red, 44",699.0982,1
76753,14750,66864,"Mountain-400-W Silver, 38",769.49,1
89320,14740,65722,"Mountain-400-W Silver, 42",769.49,1
102969,14740,65722,Mountain Bottle Cage,9.99,1
68430,14741,66684,"Mountain-400-W Silver, 46",769.49,1
121143,14741,66684,"Long-Sleeve Logo Jersey, S",49.99,1
88737,14741,66684,"Women's Mountain Shorts, M",69.99,1
92058,14742,64406,Patch Kit/8 Patches,2.29,1
110372,14742,64406,Mountain Tire Tube,4.99,1
72272,14740,65722,Water Bottle - 30 oz.,4.99,1
61501,14738,65489,"Mountain-400-W Silver, 40",769.49,1
61512,14739,66476,"Mountain-400-W Silver, 40",769.49,1
92324,14739,66476,Patch Kit/8 Patches,2.29,1
119008,14739,66476,ML Mountain Tire,29.99,1
16328,14743,61620,"Sport-100 Helmet, Black",34.99,1
5260,14749,54495,AWC Logo Cap,8.99,1
61516,14747,67236,"Mountain-400-W Silver, 40",769.49,1
10773,14747,45698,"Road-650 Red, 44",699.0982,1
27887,14747,67236,"Sport-100 Helmet, Red",34.99,1
110234,14748,63316,Mountain Tire Tube,4.99,1
67946,14748,63316,Hitch Rack - 4-Bike,120.0,1
89326,14746,66298,"Mountain-400-W Silver, 42",769.49,1
13288,14749,54495,"Long-Sleeve Logo Jersey, L",49.99,1
15557,14749,54495,"Sport-100 Helmet, Black",34.99,1
75478,14746,66298,"Women's Mountain Shorts, S",69.99,1
3717,14746,66298,"Long-Sleeve Logo Jersey, XL",49.99,1
110019,14743,61620,Mountain Tire Tube,4.99,1
31678,14744,45598,"Road-650 Black, 48",699.0982,1
56189,14743,61620,"Half-Finger Gloves, S",24.49,1
119028,14744,66812,ML Mountain Tire,29.99,1
61514,14744,66812,"Mountain-400-W Silver, 40",769.49,1
6156,14745,62981,AWC Logo Cap,8.99,1
88650,14745,62981,"Women's Mountain Shorts, M",69.99,1
74527,14745,62981,"Short-Sleeve Classic Jersey, L",53.99,1
68429,14875,66542,"Mountain-400-W Silver, 46",769.49,1
112785,14683,53672,Touring Tire Tube,4.99,1
36777,14681,66061,"Mountain-200 Silver, 38",2319.99,1
15967,14682,58133,"Sport-100 Helmet, Black",34.99,1
54316,14682,58133,"Half-Finger Gloves, L",24.49,1
115472,14682,58133,ML Road Tire,24.99,1
65378,14683,55876,Hydration Pack - 70 oz.,54.99,1
115815,14683,67152,ML Road Tire,24.99,1
98196,14681,70164,"Touring-3000 Blue, 50",742.35,1
102998,14681,66061,Mountain Bottle Cage,9.99,1
116133,14680,75088,ML Road Tire,24.99,1
88260,14679,73871,"Racing Socks, L",8.99,1
121305,14679,74694,"Long-Sleeve Logo Jersey, S",49.99,1
116080,14679,73871,ML Road Tire,24.99,1
3835,14680,71700,"Long-Sleeve Logo Jersey, XL",49.99,1
10562,14680,75088,"Sport-100 Helmet, Blue",34.99,1
65711,14685,63954,Hydration Pack - 70 oz.,54.99,1
115672,14685,63363,ML Road Tire,24.99,1
56359,14685,68892,"Half-Finger Gloves, S",24.49,1
112943,14686,56130,Touring Tire Tube,4.99,1
65389,14686,56130,Hydration Pack - 70 oz.,54.99,1
115783,14686,65953,ML Road Tire,24.99,1
110549,14687,65980,Mountain Tire Tube,4.99,1
64096,14687,65980,"Short-Sleeve Classic Jersey, XL",53.99,1
117431,14687,65980,Fender Set - Mountain,21.98,1
107367,14688,53218,HL Mountain Tire,35.0,1
66132,14684,74371,Hydration Pack - 70 oz.,54.99,1
116050,14684,73340,ML Road Tire,24.99,1
113706,14684,68477,Touring Tire Tube,4.99,1
106904,14678,74552,Road Tire Tube,3.99,1
116114,14678,74552,ML Road Tire,24.99,1
17569,14678,74552,"Sport-100 Helmet, Black",34.99,1
75349,14670,61538,"Women's Mountain Shorts, S",69.99,1
68385,14670,61538,"Mountain-400-W Silver, 46",769.49,1
6019,14670,61538,AWC Logo Cap,8.99,1
74565,14671,63994,"Short-Sleeve Classic Jersey, L",53.99,1
54427,14671,63994,"Half-Finger Gloves, L",24.49,1
102812,14671,63994,Mountain Bottle Cage,9.99,1
73278,14672,70871,Water Bottle - 30 oz.,4.99,1
101465,14672,70871,Road Bottle Cage,8.99,1
37327,14672,49808,"Mountain-200 Silver, 42",2071.4196,1
6481,14669,65813,AWC Logo Cap,8.99,1
110730,14668,67248,Mountain Tire Tube,4.99,1
101317,14667,68735,Road Bottle Cage,8.99,1
108178,14668,67248,HL Mountain Tire,35.0,1
36225,14668,49622,"Mountain-200 Silver, 38",2071.4196,1
3709,14669,65813,"Long-Sleeve Logo Jersey, XL",49.99,1
106628,14669,72002,Road Tire Tube,3.99,1
106824,14677,73945,Road Tire Tube,3.99,1
65836,14676,67003,Hydration Pack - 70 oz.,54.99,1
57076,14676,49711,"Mountain-200 Black, 46",2049.0982,1
117520,14676,67003,Fender Set - Mountain,21.98,1
3511,14677,57800,"Long-Sleeve Logo Jersey, XL",49.99,1
93311,14677,73945,Patch Kit/8 Patches,2.29,1
105472,14675,59655,Road Tire Tube,3.99,1
115955,14674,70942,ML Road Tire,24.99,1
34488,14673,65940,"Mountain-200 Black, 38",2294.99,1
101542,14673,71770,Road Bottle Cage,8.99,1
37321,14673,49667,"Mountain-200 Silver, 42",2071.4196,1
65000,14674,70942,"Classic Vest, S",63.5,1
106545,14674,70942,Road Tire Tube,3.99,1
13984,14675,74370,"Long-Sleeve Logo Jersey, L",49.99,1
115536,14675,59655,ML Road Tire,24.99,1
8321,14688,53218,"Sport-100 Helmet, Blue",34.99,1
108893,14688,53218,Mountain Tire Tube,4.99,1
